SliceID,SliceData,Class
41__CT-0002-0022,"[[-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 ...
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]]",0
41__CT-0002-0023,"[[-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 ...
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]]",0
41__CT-0002-0024,"[[-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 ...
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]]",0
41__CT-0002-0025,"[[-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 ...
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]]",0
45__CT-8929-0001,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
45__CT-8929-0002,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
45__CT-8929-0003,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
45__CT-8929-0004,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
45__CT-8929-0005,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
45__CT-8929-0006,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
45__CT-8929-0007,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
45__CT-8929-0008,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
45__CT-8929-0009,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
45__CT-8929-0010,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
45__CT-8929-0011,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
45__CT-8929-0012,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
45__CT-8929-0013,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
45__CT-8929-0014,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
45__CT-8929-0015,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
45__CT-8929-0016,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
45__CT-8929-0017,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
45__CT-8929-0018,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
45__CT-8929-0019,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
45__CT-8929-0020,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
45__CT-8929-0021,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
45__CT-8929-0022,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
45__CT-8929-0023,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
45__CT-8929-0024,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
45__CT-8929-0025,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
45__CT-8929-0026,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
45__CT-8929-0027,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
45__CT-8929-0028,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
46__CT-0002-0001,"[[-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 ...
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]]",0
46__CT-0002-0002,"[[-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 ...
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]]",0
46__CT-0002-0003,"[[-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 ...
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]]",0
46__CT-0002-0004,"[[-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 ...
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]]",0
46__CT-0002-0005,"[[-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 ...
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]]",0
46__CT-0002-0006,"[[-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 ...
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]]",0
46__CT-0002-0007,"[[-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 ...
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]]",0
46__CT-0002-0008,"[[-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 ...
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]]",0
46__CT-0002-0009,"[[-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 ...
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]]",0
46__CT-0002-0010,"[[-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 ...
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]]",0
46__CT-0002-0011,"[[-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 ...
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]]",0
46__CT-0002-0012,"[[-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 ...
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]]",0
46__CT-0002-0013,"[[-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 ...
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]]",0
46__CT-0002-0014,"[[-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 ...
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]]",0
46__CT-0002-0015,"[[-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 ...
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]]",0
46__CT-0002-0016,"[[-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 ...
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]]",0
46__CT-0002-0017,"[[-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 ...
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]]",0
46__CT-0002-0018,"[[-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 ...
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]]",0
46__CT-0002-0019,"[[-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 ...
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]]",0
46__CT-0002-0020,"[[-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 ...
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]]",0
47__CT-9465-0001,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
47__CT-9465-0002,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
47__CT-9465-0003,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
47__CT-9465-0004,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
47__CT-9465-0005,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
47__CT-9465-0006,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
47__CT-9465-0007,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
47__CT-9465-0008,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
47__CT-9465-0009,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
47__CT-9465-0010,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
47__CT-9465-0011,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
47__CT-9465-0012,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
47__CT-9465-0013,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
47__CT-9465-0014,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
47__CT-9465-0015,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
47__CT-9465-0016,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
47__CT-9465-0017,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
47__CT-9465-0018,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
47__CT-9465-0019,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
47__CT-9465-0020,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
47__CT-9465-0021,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
47__CT-9465-0022,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
47__CT-9465-0023,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
47__CT-9465-0024,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
47__CT-9465-0025,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
47__CT-9465-0026,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
47__CT-9465-0027,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
48__CT-9013-0001,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
48__CT-9013-0002,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
48__CT-9013-0003,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
